DATE,PRICE,ADDRESS,AREAS,BEDROOMS,PARKING-SPACES,BATHROOMS,CONDOMÍNIO,IPTU,TIPO
2021-08-05 16:34:18.596082-03:00,R$ 326.700,"Rua C54, Setor Sudoeste",89 m²,3,2,2,R$ 1,R$ 1,apartamentos
2021-08-05 16:34:18.596518-03:00,R$ 315.000,"Jardim América, Goiânia",59 m²,2,1,2,,,apartamentos
2021-08-05 16:34:18.596859-03:00,R$ 334.000,"Santa Genoveva, Goiânia",74 m²,3,1,2,,,apartamentos
2021-08-05 16:34:18.597210-03:00,R$ 262.000,"Rua CM 14, Setor Candida de Morais",75 m²,3,2,2,R$ 300,,apartamentos
2021-08-05 16:34:18.597614-03:00,R$ 690.000,"Rua T 30, Setor Bueno",125 m²,3,2,4,R$ 650,,apartamentos
2021-08-05 16:34:18.597987-03:00,R$ 590.000,"Rua T 28, Setor Bueno",117 m²,3,2,4,R$ 690,,apartamentos
2021-08-05 16:34:18.598369-03:00,R$ 318.500,"Jardim Europa, Goiânia",64 m²,2,1,2,R$ 250,R$ 800,apartamentos
2021-08-05 16:34:18.598802-03:00,R$ 305.000,"Rua Caapi, Parque Amazônia",64 m²,2,1,2,,,apartamentos
2021-08-05 16:34:18.599146-03:00,R$ 280.000,"Parque Joao Braz Cidade Industrial, Goiânia",65 m²,3,2,2,R$ 60,,apartamentos
2021-08-05 16:34:18.599559-03:00,R$ 570.000,"Rua 74, Jardim Goiás",105 m²,3,2,4,R$ 600,R$ 1.200,apartamentos
2021-08-05 16:34:18.599994-03:00,R$ 220.000,"Rua 8, Setor Oeste",60 m²,2,1,1,R$ 550,R$ 680,apartamentos
2021-08-05 16:34:18.600437-03:00,R$ 315.000,"Residencial Eldorado, Goiânia",71 m²,3,2,2,R$ 480,R$ 480,apartamentos
2021-08-05 16:34:18.600849-03:00,R$ 675.000,"Avenida T 3, Setor Bueno",113 m²,3,2,4,,,apartamentos
2021-08-05 16:34:18.601193-03:00,R$ 160.000,"Rua C152, Jardim América",54 m²,2,1,2,R$ 250,,apartamentos
2021-08-05 16:34:18.601601-03:00,R$ 430.000,"Rua K, Setor Oeste",64 m²,2,1,2,R$ 450,,apartamentos
2021-08-05 16:34:18.601989-03:00,R$ 325.000,"Rua VV 8, Residencial Eldorado",64 m²,2,1,2,R$ 280,,apartamentos
2021-08-05 16:34:18.602365-03:00,R$ 300.000,"Jardim América, Goiânia",90 m²,3,1,3,R$ 500,,apartamentos
2021-08-05 16:34:18.602768-03:00,R$ 597.122,"Avenida PL 3, Park Lozândes",121 m²,3,2,4,R$ 450,R$ 500,apartamentos
2021-08-05 16:34:18.603174-03:00,R$ 330.000,"Rua 1128, Setor Marista",49 m²,1,1,2,,,apartamentos
2021-08-05 16:34:18.603523-03:00,R$ 695.900,"Rua C229, Jardim América",121 m²,3,2,4,R$ 440,,apartamentos
2021-08-05 16:34:18.603953-03:00,R$ 225.000,"Rodoviário, Goiânia",55 m²,2,1,2,R$ 230,R$ 600,apartamentos
2021-08-05 16:34:18.604399-03:00,R$ 280.000,"Parque Joao Braz Cidade Industrial, Goiânia",65 m²,3,2,2,R$ 60,,apartamentos
2021-08-05 16:34:18.604805-03:00,R$ 570.000,"Rua 74, Jardim Goiás",105 m²,3,2,4,R$ 600,R$ 1.200,apartamentos
2021-08-05 16:34:18.605218-03:00,R$ 220.000,"Rua 8, Setor Oeste",60 m²,2,1,1,R$ 550,R$ 680,apartamentos
2021-08-05 16:34:18.605643-03:00,R$ 315.000,"Residencial Eldorado, Goiânia",71 m²,3,2,2,R$ 480,R$ 480,apartamentos
2021-08-05 16:34:18.606056-03:00,R$ 675.000,"Avenida T 3, Setor Bueno",113 m²,3,2,4,,,apartamentos
2021-08-05 16:34:18.606420-03:00,R$ 160.000,"Rua C152, Jardim América",54 m²,2,1,2,R$ 250,,apartamentos
2021-08-05 16:34:18.606829-03:00,R$ 430.000,"Rua K, Setor Oeste",64 m²,2,1,2,R$ 450,,apartamentos
2021-08-05 16:34:18.607224-03:00,R$ 325.000,"Rua VV 8, Residencial Eldorado",64 m²,2,1,2,R$ 280,,apartamentos
2021-08-05 16:34:18.607639-03:00,R$ 300.000,"Jardim América, Goiânia",90 m²,3,1,3,R$ 500,,apartamentos
2021-08-05 16:34:18.608060-03:00,R$ 597.122,"Avenida PL 3, Park Lozândes",121 m²,3,2,4,R$ 450,R$ 500,apartamentos
2021-08-05 16:34:18.608495-03:00,R$ 1.228.000,"Setor Marista, Goiânia",177 m²,3,3,5,R$ 600,,apartamentos
2021-08-05 16:34:18.609064-03:00,R$ 1.295.027,"Rua Natal, Alto da Glória",154 m²,3,2,6,,,apartamentos
2021-08-05 16:34:18.609450-03:00,R$ 587.000,"Rua 137-A, Setor Marista",84 m²,2,2,3,R$ 450,R$ 1.800,apartamentos
2021-08-05 16:34:18.609871-03:00,R$ 370.000,"Rua 255, Setor Leste Universitário",80 m²,3,1,3,R$ 300,,apartamentos
2021-08-05 16:34:18.610253-03:00,R$ 269.000,"Rua T 65, Setor Bela Vista",89 m²,3,1,3,R$ 540,R$ 40,apartamentos
2021-08-05 16:34:18.610703-03:00,R$ 290.000,"Rua Caapi, Parque Amazônia",64 m²,2,1,2,R$ 250,R$ 650,apartamentos
2021-08-05 16:34:18.611138-03:00,R$ 100.000,"Rua 68, Setor Central",64 m²,2,,1,R$ 400,,apartamentos
2021-08-05 16:34:18.611532-03:00,R$ 450.000,"Avenida H, Jardim Goiás",60 m²,1,2,2,R$ 10,R$ 10,apartamentos
2021-08-05 16:34:18.611950-03:00,R$ 330.000,"Alto da Glória, Goiânia",72 m²,3,2,2,R$ 380,R$ 500,apartamentos
2021-08-05 16:34:18.612376-03:00,R$ 395.000,"Rua T 53, Setor Bueno",69 m²,2,1,3,R$ 330,R$ 580,apartamentos
2021-08-05 16:34:18.612814-03:00,R$ 460.523,"Avenida Copacabana, Jardim Atlântico",93 m²,3,2,4,,,apartamentos
2021-08-05 16:34:18.613145-03:00,R$ 620.000,"Setor Marista, Goiânia",89 m²,2,2,3,R$ 300,R$ 700,apartamentos
2021-08-05 16:34:18.613601-03:00,R$ 820.000,"Avenida T 3, Setor Bueno",141 m²,3,3,4,,R$ 1.200,apartamentos
2021-08-05 16:34:18.613991-03:00,R$ 1.000.000,"Park Lozândes, Goiânia",163 m²,3,2,4,R$ 450,R$ 120,apartamentos
2021-08-05 16:34:18.614422-03:00,R$ 1.295.027,"Rua Natal, Alto da Glória",154 m²,3,2,6,,,apartamentos
2021-08-05 16:34:18.614756-03:00,R$ 587.000,"Rua 137-A, Setor Marista",84 m²,2,2,3,R$ 450,R$ 1.800,apartamentos
2021-08-05 16:34:18.615167-03:00,R$ 370.000,"Rua 255, Setor Leste Universitário",80 m²,3,1,3,R$ 300,,apartamentos
2021-08-05 16:34:18.615581-03:00,R$ 399.395,"Setor Bueno, Goiânia",71 m²,2,1,2,R$ 380,,apartamentos
2021-08-05 16:34:18.615986-03:00,R$ 269.000,"Rua T 65, Setor Bela Vista",89 m²,3,1,3,R$ 540,R$ 40,apartamentos
2021-08-05 16:34:18.616662-03:00,R$ 290.000,"Rua Caapi, Parque Amazônia",64 m²,2,1,2,R$ 250,R$ 650,apartamentos
2021-08-05 16:34:18.617254-03:00,R$ 100.000,"Rua 68, Setor Central",64 m²,2,,1,R$ 400,,apartamentos
2021-08-05 16:34:18.617778-03:00,R$ 450.000,"Avenida H, Jardim Goiás",60 m²,1,2,2,R$ 10,R$ 10,apartamentos
2021-08-05 16:34:18.618256-03:00,R$ 330.000,"Alto da Glória, Goiânia",72 m²,3,2,2,R$ 380,R$ 500,apartamentos
2021-08-05 16:34:18.618735-03:00,R$ 395.000,"Rua T 53, Setor Bueno",69 m²,2,1,3,R$ 330,R$ 580,apartamentos
2021-08-05 16:34:18.619182-03:00,R$ 460.523,"Avenida Copacabana, Jardim Atlântico",93 m²,3,2,4,,,apartamentos
2021-08-05 16:34:18.619540-03:00,R$ 330.000,"Avenida Laguna, Jardim Atlântico",75 m²,3,2,2,R$ 350,,apartamentos
2021-08-05 16:34:18.619997-03:00,R$ 240.000,"Vila Jaraguá, Goiânia",56 m²,2,1,1,R$ 300,,apartamentos
2021-08-05 16:34:18.620387-03:00,R$ 398.000,"Rua C38, Jardim América",69 m²,2,1,2,R$ 260,,apartamentos
2021-08-05 16:34:18.620799-03:00,R$ 903.444,"Rua T 29, Setor Bueno",170 m²,3,3,5,R$ 680,R$ 1.200,apartamentos
2021-08-05 16:34:18.621209-03:00,R$ 261.700,"Residencial Granville, Goiânia",64 m²,2,1,2,R$ 220,,apartamentos
2021-08-05 16:34:18.621593-03:00,R$ 516.000,"Rua 1138, Setor Marista",70 m²,2,1,3,,,apartamentos
2021-08-05 16:34:18.621959-03:00,R$ 330.000,"Avenida T 4, Setor Bueno",80 m²,3,1,3,R$ 600,,apartamentos
2021-08-05 16:34:18.622336-03:00,R$ 1.200.000,"Setor Bueno, Goiânia",209 m²,3,3,5,R$ 650,,apartamentos
2021-08-05 16:34:18.622747-03:00,R$ 560.469,"Rua C239, Jardim América",110 m²,3,2,3,R$ 400,R$ 500,apartamentos
2021-08-05 16:34:18.623213-03:00,R$ 270.000,"Cidade Jardim, Goiânia",81 m²,2,1,2,,,apartamentos
2021-08-05 16:34:18.623569-03:00,R$ 1.917.847,"Rua T 53, Setor Bueno",262 m²,4,3,6,,,apartamentos
2021-08-05 16:34:18.623901-03:00,R$ 2.995.000,"Avenida C235, Setor Bueno",483 m²,5,4,7,R$ 1.900,,apartamentos
2021-08-05 16:34:18.624290-03:00,R$ 1.960.000,"Setor Bueno, Goiânia",262 m²,4,3,6,R$ 800,,apartamentos
2021-08-05 16:34:18.624677-03:00,R$ 22.000,"Avenida Engenheiro Fuad Rassi, Vila Jaraguá",68 m²,3,1,2,,,apartamentos
2021-08-05 16:34:18.625044-03:00,R$ 321.000,"Rua Terezina, Alto da Glória",76 m²,3,1,2,R$ 450,,apartamentos
2021-08-05 16:34:18.625426-03:00,R$ 424.000,"Rua T 30, Setor Bueno",69 m²,2,2,3,R$ 400,R$ 700,apartamentos
2021-08-05 16:34:18.625865-03:00,R$ 720.000,"Setor Marista, Goiânia",121 m²,3,2,5,R$ 400,,apartamentos
2021-08-05 16:34:18.626249-03:00,R$ 150.000,"Rua 10 A, Setor Central",67 m²,2,1,1,R$ 290,R$ 370,apartamentos
2021-08-05 16:34:18.626685-03:00,R$ 289.500,"Rua C54, Setor Sudoeste",89 m²,3,2,2,R$ 300,,apartamentos
2021-08-05 16:34:18.627073-03:00,R$ 686.000,"Jardim Goiás, Goiânia",113 m²,3,2,5,R$ 400,,apartamentos
2021-08-05 16:34:18.627467-03:00,R$ 290.400,"Jardim das Esmeraldas, Goiânia",57 m²,2,1,1,R$ 350,,apartamentos
2021-08-05 16:34:18.627882-03:00,R$ 169.900,"Rua do Esmalte, Parque Oeste Industrial",50 m²,2,1,1,R$ 180,R$ 180,apartamentos
2021-08-05 16:34:18.628297-03:00,R$ 155.000,"Vila Rosa, Goiânia",59 m²,2,1,1,R$ 100,R$ 200,apartamentos
2021-08-05 16:34:18.628728-03:00,R$ 270.000,"Rua 1121, Setor Bueno",66 m²,2,1,1,R$ 420,,apartamentos
2021-08-05 16:34:18.629117-03:00,R$ 559.000,"Rua T 38, Setor Bueno",132 m²,4,2,5,,,apartamentos
2021-08-05 16:34:18.629456-03:00,R$ 190.000,"Rua C152, Jardim América",54 m²,2,1,1,R$ 400,,apartamentos
2021-08-05 16:34:18.629867-03:00,R$ 330.000,"Rua Cacauí, Parque Amazonas",79 m²,3,2,2,R$ 350,R$ 65,apartamentos
2021-08-05 16:34:18.630286-03:00,R$ 740.000,"Rua 55, Jardim Goiás",114 m²,4,2,5,R$ 600,R$ 1.900,apartamentos
2021-08-05 16:34:18.630709-03:00,R$ 189.700,"Residencial Eldorado, Goiânia",51 m²,2,1,2,R$ 250,R$ 800,apartamentos
2021-08-05 16:34:18.631157-03:00,R$ 383.000,"Avenida Copacabana, Jardim Atlântico",72 m²,2,2,2,R$ 380,,apartamentos
2021-08-05 16:34:18.631540-03:00,R$ 210.000,"Parque Santa Rita, Goiânia",55 m²,2,1,2,R$ 230,R$ 600,apartamentos
2021-08-05 16:34:18.631984-03:00,R$ 303.000,"Avenida T 5, Serrinha",62 m²,2,1,2,R$ 400,R$ 650,apartamentos
2021-08-05 16:34:18.632394-03:00,R$ 305.000,"Rua C257, Nova Suica",97 m²,3,1,2,R$ 400,R$ 1.000,apartamentos
2021-08-05 16:34:18.632822-03:00,R$ 350.000,"Jardim Europa, Goiânia",64 m²,2,2,2,,,apartamentos
2021-08-05 16:34:18.633147-03:00,R$ 725.000,"Jardim América, Goiânia",121 m²,3,2,5,R$ 450,,apartamentos
2021-08-05 16:34:18.633534-03:00,R$ 730.000,"Rua C229, Jardim América",121 m²,3,2,5,R$ 450,R$ 800,apartamentos
2021-08-05 16:34:18.633949-03:00,R$ 360.000,"Parque Amazônia, Goiânia",77 m²,3,2,3,R$ 430,,apartamentos
2021-08-05 16:34:18.634344-03:00,R$ 270.000,"Avenida C 171, Jardim América",78 m²,3,1,2,R$ 530,,apartamentos
2021-08-05 16:34:18.635381-03:00,R$ 486.374,"Setor Pedro Ludovico, Goiânia",97 m²,3,2,3,,,apartamentos
2021-08-05 16:34:18.635759-03:00,R$ 387.200,"Parque Amazônia, Goiânia",75 m²,3,2,2,,R$ 78,apartamentos
2021-08-05 16:34:18.636138-03:00,R$ 279.000,"Vila Rosa, Goiânia",53 m²,2,1,2,,,apartamentos
2021-08-05 16:34:18.636487-03:00,R$ 545.000,"Setor Oeste, Goiânia",77 m²,2,2,3,R$ 530,,apartamentos
2021-08-05 16:34:18.636876-03:00,R$ 260.000,"Rua Penido Burnier, Parque Industrial Paulista",76 m²,3,1,2,,,apartamentos
2021-08-05 16:34:18.637224-03:00,R$ 737.000,"Rua C229, Jardim América",121 m²,3,2,4,,,apartamentos
2021-08-05 16:34:18.637553-03:00,R$ 448.600,"Setor Bueno, Goiânia",66 m²,2,1,3,R$ 290,R$ 1.050,apartamentos
2021-08-05 16:34:18.637971-03:00,R$ 520.000,"Jardim Atlântico, Goiânia",116 m²,3,2,3,R$ 550,R$ 600,apartamentos
2021-08-05 16:34:18.638391-03:00,R$ 550.000,"Avenida Nápoli, Residencial Eldorado",109 m²,3,2,4,R$ 550,,apartamentos
2021-08-05 16:34:18.638780-03:00,R$ 1.250.000,"Rua T 35, Setor Bueno",188 m²,4,2,6,R$ 780,,apartamentos
2021-08-05 16:34:18.639159-03:00,R$ 660.000,"Setor Marista, Goiânia",125 m²,3,2,4,R$ 400,,apartamentos
2021-08-05 16:34:18.639651-03:00,R$ 297.000,"Jardim América, Goiânia",66 m²,2,1,2,,,apartamentos
2021-08-05 16:34:18.640033-03:00,R$ 300.000,"Residencial Eldorado, Goiânia",77 m²,3,2,2,R$ 380,,apartamentos
2021-08-05 16:34:18.640545-03:00,R$ 612.050,"Avenida PL 3, Park Lozândes",105 m²,3,2,3,,,apartamentos
2021-08-05 16:34:18.640921-03:00,R$ 349.000,"Rua C48, Setor Sudoeste",75 m²,3,1,2,R$ 450,R$ 600,apartamentos
2021-08-05 16:34:18.641337-03:00,R$ 320.000,"Setor dos Funcionários, Goiânia",70 m²,3,1,2,R$ 348,,apartamentos
2021-08-05 16:34:18.641736-03:00,R$ 455.000,"Rua 54, Jardim Goiás",86 m²,3,2,2,R$ 570,R$ 875,apartamentos
2021-08-05 16:34:18.642147-03:00,R$ 521.000,"Jardim Atlântico, Goiânia",94 m²,3,2,4,,,apartamentos
2021-08-05 16:34:18.642501-03:00,R$ 129.500,"Conjunto Vera Cruz, Goiânia",44 m²,1,2,1,,,apartamentos
2021-08-05 16:34:18.642835-03:00,R$ 590.000,"Avenida T 14, Setor Bueno",112 m²,3,2,4,R$ 650,,apartamentos
2021-08-05 16:34:18.643255-03:00,R$ 1.433.000,"Rua 22, Setor Oeste",191 m²,4,3,5,R$ 1.000,R$ 1.300,apartamentos
2021-08-05 16:34:18.643721-03:00,R$ 318.500,"Jardim Europa, Goiânia",64 m²,2,1,2,R$ 250,R$ 800,apartamentos
2021-08-05 16:34:18.644130-03:00,R$ 420.000,"Setor Bueno, Goiânia",72 m²,2,1,2,R$ 350,R$ 100,apartamentos
2021-08-05 16:34:18.644546-03:00,R$ 737.000,"Rua C229, Jardim América",121 m²,3,2,4,,,apartamentos
2021-08-05 16:34:18.644886-03:00,R$ 448.600,"Setor Bueno, Goiânia",66 m²,2,1,3,R$ 290,R$ 1.050,apartamentos
2021-08-05 16:34:18.645327-03:00,R$ 520.000,"Jardim Atlântico, Goiânia",116 m²,3,2,3,R$ 550,R$ 600,apartamentos
2021-08-05 16:34:18.645759-03:00,R$ 550.000,"Avenida Nápoli, Residencial Eldorado",109 m²,3,2,4,R$ 550,,apartamentos
2021-08-05 16:34:18.646127-03:00,R$ 1.250.000,"Rua T 35, Setor Bueno",188 m²,4,2,6,R$ 780,,apartamentos
2021-08-05 16:34:18.646510-03:00,R$ 660.000,"Setor Marista, Goiânia",125 m²,3,2,4,R$ 400,,apartamentos
2021-08-05 16:34:18.646911-03:00,R$ 297.000,"Jardim América, Goiânia",66 m²,2,1,2,,,apartamentos
2021-08-05 16:34:18.647252-03:00,R$ 300.000,"Residencial Eldorado, Goiânia",77 m²,3,2,2,R$ 380,,apartamentos
2021-08-05 16:34:18.647641-03:00,R$ 612.050,"Avenida PL 3, Park Lozândes",105 m²,3,2,3,,,apartamentos
2021-08-05 16:34:18.647999-03:00,R$ 435.000,"Rua 7, Setor Oeste",68 m²,2,1,2,R$ 1,R$ 1,apartamentos
2021-08-05 16:34:18.648472-03:00,R$ 349.000,"Rua C48, Setor Sudoeste",75 m²,3,1,2,R$ 450,R$ 600,apartamentos
2021-08-05 16:34:18.648895-03:00,R$ 320.000,"Setor dos Funcionários, Goiânia",70 m²,3,1,2,R$ 348,,apartamentos
2021-08-05 16:34:18.649267-03:00,R$ 455.000,"Rua 54, Jardim Goiás",86 m²,3,2,2,R$ 570,R$ 875,apartamentos
2021-08-05 16:34:18.649757-03:00,R$ 521.000,"Jardim Atlântico, Goiânia",94 m²,3,2,4,,,apartamentos
2021-08-05 16:34:18.650116-03:00,R$ 129.500,"Conjunto Vera Cruz, Goiânia",44 m²,1,2,1,,,apartamentos
2021-08-05 16:34:18.650476-03:00,R$ 590.000,"Avenida T 14, Setor Bueno",112 m²,3,2,4,R$ 650,,apartamentos
2021-08-05 16:34:18.651128-03:00,R$ 330.000,"Rua S 2, Setor Bela Vista",79 m²,3,2,2,R$ 350,R$ 420,apartamentos
2021-08-05 16:34:18.651692-03:00,R$ 400.000,"Rua Salvador, Parque Amazônia",88 m²,3,2,3,R$ 380,,apartamentos
2021-08-05 16:34:18.652159-03:00,R$ 347.600,"Rua 15, Jardim Santo Antônio",73 m²,2,1,2,R$ 250,R$ 50,apartamentos
2021-08-05 16:34:18.652726-03:00,R$ 125.000,"Rua 52, Setor Central",59 m²,2,1,1,R$ 230,,apartamentos
2021-08-05 16:34:18.653138-03:00,R$ 265.000,"Vila Monticelli, Goiânia",56 m²,2,1,2,R$ 270,R$ 696,apartamentos
2021-08-05 16:34:18.653694-03:00,R$ 220.000,"Vila Rosa, Goiânia",57 m²,2,1,2,R$ 280,R$ 1.000,apartamentos
2021-08-05 16:34:18.654180-03:00,R$ 420.000,"Setor Bueno, Goiânia",89 m²,3,1,2,,,apartamentos
2021-08-05 16:34:18.654587-03:00,R$ 820.000,"Setor Bueno, Goiânia",141 m²,3,3,4,,R$ 1.200,apartamentos
2021-08-05 16:34:18.655008-03:00,R$ 125.000,"Rua 52, Setor Central",59 m²,2,1,1,R$ 230,,apartamentos
2021-08-05 16:34:18.655429-03:00,R$ 265.000,"Vila Monticelli, Goiânia",56 m²,2,1,2,R$ 270,R$ 696,apartamentos
2021-08-05 16:34:18.655859-03:00,R$ 295.000,"Parque Amazônia, Goiânia",64 m²,2,1,2,R$ 320,R$ 600,apartamentos
2021-08-05 16:34:18.656548-03:00,R$ 460.000,"Jardim América, Goiânia",73 m²,2,2,2,R$ 480,R$ 970,apartamentos
2021-08-05 16:34:18.657125-03:00,R$ 340.000,"Setor Bueno, Goiânia",69 m²,2,1,2,R$ 350,R$ 450,apartamentos
2021-08-05 16:34:18.657774-03:00,R$ 340.000,"Setor Bueno, Goiânia",69 m²,2,1,2,R$ 350,R$ 450,apartamentos
2021-08-05 16:34:18.658534-03:00,R$ 404.000,"Setor Oeste, Goiânia",69 m²,2,1,2,,,apartamentos
2021-08-05 16:34:18.659001-03:00,R$ 125.000,"Rua 8, Setor Central",85 m²,2,,1,R$ 485,,apartamentos
2021-08-05 16:34:18.659512-03:00,R$ 475.000,"Residencial Eldorado Expansao, Goiânia",99 m²,3,2,3,,,apartamentos
2021-08-05 16:34:18.659891-03:00,R$ 421.344,"Avenida Terceira Radial, Setor Pedro Ludovico",76 m²,3,3,2,,,apartamentos
2021-08-05 16:34:18.660254-03:00,R$ 249.500,"Vila Rosa, Goiânia",52 m²,2,1,1,R$ 280,,apartamentos
2021-08-05 16:34:18.660723-03:00,R$ 199.000,"Ipiranga, Goiânia",58 m²,2,1,2,R$ 230,R$ 250,apartamentos
2021-08-05 16:34:18.661181-03:00,R$ 125.000,"Rua 68, Setor Central",58 m²,2,1,2,R$ 486,R$ 285,apartamentos
2021-08-05 16:34:18.661633-03:00,R$ 450.000,"Setor Marista, Goiânia",61 m²,2,2,2,R$ 350,R$ 800,apartamentos
2021-08-05 16:34:18.662071-03:00,R$ 450.000,"Setor Marista, Goiânia",61 m²,2,2,2,R$ 350,R$ 800,apartamentos
2021-08-05 16:34:18.662521-03:00,R$ 424.067,"Rua 7, Setor Oeste",67 m²,2,1,2,,,apartamentos
2021-08-05 16:34:18.662868-03:00,R$ 1.280.000,"Rua 24, Setor Marista",160 m²,3,3,5,R$ 600,,apartamentos
2021-08-05 16:34:18.663258-03:00,R$ 533.000,"Rua T 30, Setor Bueno",86 m²,3,2,5,R$ 550,,apartamentos
2021-08-05 16:34:18.663656-03:00,R$ 390.600,"Rua T 30, Setor Bueno",64 m²,2,1,1,,,apartamentos
2021-08-05 16:34:18.664030-03:00,R$ 304.000,"Parque Amazônia, Goiânia",64 m²,2,1,2,R$ 240,R$ 800,apartamentos
2021-08-05 16:34:18.664548-03:00,R$ 145.000,"Rua F4, Residencial Flórida",48 m²,2,1,1,,,apartamentos
2021-08-05 16:34:18.664905-03:00,R$ 820.000,"Setor Bueno, Goiânia",132 m²,3,2,5,R$ 550,R$ 1.230,apartamentos
2021-08-05 16:34:18.665355-03:00,R$ 286.000,"Avenida C255, Nova Suica",80 m²,3,1,2,R$ 720,,apartamentos
2021-08-05 16:34:18.665755-03:00,R$ 935.000,"Setor Bueno, Goiânia",154 m²,3,3,5,R$ 500,R$ 2.000,apartamentos
2021-08-05 16:34:18.666174-03:00,R$ 1.280.000,"Rua 24, Setor Marista",160 m²,3,3,5,R$ 600,,apartamentos
2021-08-05 16:34:18.666575-03:00,R$ 533.000,"Rua T 30, Setor Bueno",86 m²,3,2,5,R$ 550,,apartamentos
2021-08-05 16:34:18.666955-03:00,R$ 390.600,"Rua T 30, Setor Bueno",64 m²,2,1,1,,,apartamentos
2021-08-05 16:34:18.667294-03:00,R$ 304.000,"Parque Amazônia, Goiânia",64 m²,2,1,2,R$ 240,R$ 800,apartamentos
2021-08-05 16:34:18.667730-03:00,R$ 145.000,"Rua F4, Residencial Flórida",48 m²,2,1,1,,,apartamentos
2021-08-05 16:34:18.668089-03:00,R$ 456.475,"Avenida Copacabana, Jardim Atlântico",93 m²,3,9,3,,,apartamentos
2021-08-05 16:34:18.668429-03:00,R$ 187.000,"Rua Itumbiara, Cidade Jardim",60 m²,2,1,1,R$ 280,,apartamentos
2021-08-05 16:34:18.668823-03:00,R$ 580.921,"Setor Bueno, Goiânia",95 m²,3,2,5,R$ 400,R$ 2.000,apartamentos
2021-08-05 16:34:18.669251-03:00,R$ 308.000,"Parque Amazônia, Goiânia",72 m²,3,1,2,,R$ 40,apartamentos
2021-08-05 16:34:18.669638-03:00,R$ 750.000,"Rua C237, Jardim América",120 m²,3,2,4,R$ 450,,apartamentos
2021-08-05 16:34:18.670015-03:00,R$ 635.000,"Rua T 30, Setor Bueno",94 m²,3,2,4,R$ 520,,apartamentos
2021-08-05 16:34:18.670436-03:00,R$ 333.000,"Santa Genoveva, Goiânia",74 m²,3,1,2,R$ 350,,apartamentos
2021-08-05 16:34:18.670833-03:00,R$ 219.000,"Avenida Nerópolis, Jardim Balneário Meia Ponte",48 m²,2,1,1,R$ 230,,apartamentos
2021-08-05 16:34:18.671237-03:00,R$ 230.000,"Rua Doutor Joaquim Taveira, Vila Rosa",56 m²,2,1,2,R$ 350,R$ 900,apartamentos
2021-08-05 16:34:18.671692-03:00,R$ 610.000,"Rua do Parque, Jardim Atlântico",116 m²,3,2,4,R$ 400,R$ 600,apartamentos
2021-08-05 16:34:18.672159-03:00,R$ 730.000,"Jardim Goiás, Goiânia",115 m²,3,2,5,R$ 500,,apartamentos
2021-08-05 16:34:18.672584-03:00,R$ 165.000,"Setor Leste Universitário, Goiânia",60 m²,2,,1,R$ 575,R$ 267,apartamentos
2021-08-05 16:34:18.672987-03:00,R$ 143.000,"Rua 51, Condomínio das Esmeraldas",46 m²,2,1,1,,,apartamentos
2021-08-05 16:34:18.673344-03:00,R$ 327.000,"Setor Sudoeste, Goiânia",90 m²,3,2,2,,R$ 38,apartamentos
2021-08-05 16:34:18.673750-03:00,R$ 214.000,"Vila Rosa, Goiânia",56 m²,2,1,2,R$ 250,R$ 1.000,apartamentos
2021-08-05 16:34:18.674179-03:00,R$ 540.000,"Setor Bueno, Goiânia",87 m²,3,2,4,R$ 350,R$ 1.800,apartamentos
2021-08-05 16:34:18.674602-03:00,R$ 4.050.000,"Setor Oeste, Goiânia",446 m²,4,4,6,R$ 2.200,,apartamentos
2021-08-05 16:34:18.674996-03:00,R$ 580.000,"Setor Bueno, Goiânia",95 m²,2,2,3,,,apartamentos
2021-08-05 16:34:18.675328-03:00,R$ 470.000,"Setor Oeste, Goiânia",180 m²,3,2,4,,,apartamentos
2021-08-05 16:34:18.675668-03:00,R$ 327.000,"Setor Sudoeste, Goiânia",90 m²,3,2,2,,R$ 38,apartamentos
2021-08-05 16:34:18.676069-03:00,R$ 214.000,"Vila Rosa, Goiânia",56 m²,2,1,2,R$ 250,R$ 1.000,apartamentos
2021-08-05 16:34:18.676507-03:00,R$ 540.000,"Setor Bueno, Goiânia",87 m²,3,2,4,R$ 350,R$ 1.800,apartamentos
2021-08-05 16:34:18.677287-03:00,R$ 210.000,"Vila Rosa, Goiânia",56 m²,2,1,2,R$ 250,R$ 1.000,apartamentos
2021-08-05 16:34:18.677849-03:00,R$ 160.000,"Vila Martins, Goiânia",53 m²,2,1,1,R$ 225,,apartamentos
2021-08-05 16:34:18.678276-03:00,R$ 406.000,"Jardim Atlântico, Goiânia",73 m²,2,1,3,,,apartamentos
2021-08-05 16:34:18.678676-03:00,R$ 373.563,"Avenida T 9, Jardim América",63 m²,2,1,2,,,apartamentos
2021-08-05 16:34:18.679038-03:00,R$ 700.000,"Rua C238, Jardim América",125 m²,3,2,4,R$ 400,R$ 280,apartamentos
2021-08-05 16:34:18.679534-03:00,R$ 360.000,"Rua Salvador, Parque Amazônia",87 m²,3,2,2,R$ 450,,apartamentos
2021-08-05 16:34:18.679983-03:00,R$ 390.000,"Rua T 27, Setor Bueno",71 m²,2,1,2,R$ 400,,apartamentos
2021-08-05 16:34:18.680431-03:00,R$ 630.000,"Rua 74, Jardim Goiás",105 m²,3,2,4,R$ 500,,apartamentos
